length_km,gradient_percent,terrain,tech_level,wind_exp,marker_type,marker_name,marker_cat,end_marker_type,end_marker_name,end_marker_cat
5.31,1.100,Flat,5,5,start,Start,null,,,
0.30,11.400,Hill,5,5,,,,,,
0.39,-4.400,Abfahrt,5,5,,,,,,
1.06,6.400,Hill,5,5,,,,,,
0.22,-4.900,Abfahrt,5,5,,,,,,
0.83,1.100,Flat,5,5,,,,,,
0.24,4.300,Flat,5,5,,,,,,
0.24,16.000,Hill,5,5,,,,,,
0.65,-3.100,Abfahrt,5,5,,,,,,
0.31,10.900,Hill,5,5,,,,,,
0.40,-3.400,Abfahrt,5,5,,,,,,
0.55,9.000,Hill,5,5,,,,,,
0.21,-21.600,Abfahrt,5,5,,,,,,
0.23,32.600,Hill,5,5,,,,,,
0.36,1.000,Flat,5,5,,,,,,
0.26,-10.100,Abfahrt,5,5,,,,,,
0.21,42.600,Hill,5,5,,,,,,
0.27,-13.900,Abfahrt,5,5,,,,,,
0.25,-6.900,Abfahrt,5,5,,,,,,
0.51,21.100,Hill,5,5,climb_start,Anstieg 1,,,,
0.23,-21.900,Abfahrt,5,5,,,,,,
1.23,5.600,Hill,5,5,,,,,,
0.33,20.500,Hill,5,5,,,,climb_top,Anstieg 1,3
0.63,-7.100,Abfahrt,5,5,,,,,,
0.21,-15.700,Abfahrt,5,5,,,,,,
0.40,3.500,Flat,5,5,,,,,,
0.35,-8.000,Abfahrt,5,5,,,,,,
0.41,-0.500,Flat,5,5,,,,,,
0.42,-6.700,Abfahrt,5,5,,,,,,
0.52,-2.500,Flat,5,5,,,,,,
0.39,1.600,Flat,5,5,,,,,,
0.24,9.000,Hill,5,5,,,,,,
0.67,-7.200,Abfahrt,5,5,,,,,,
0.24,18.100,Hill,5,5,,,,,,
0.52,-2.700,Flat,5,5,,,,,,
0.35,8.100,Hill,5,5,,,,,,
0.28,-10.900,Abfahrt,5,5,,,,,,
0.57,-0.100,Flat,5,5,,,,,,
0.77,-7.500,Abfahrt,5,5,,,,,,
0.60,-3.000,Abfahrt,5,5,,,,,,
0.37,6.900,Hill,5,5,,,,,,
0.69,-4.600,Abfahrt,5,5,,,,,,
0.26,6.700,Hill,5,5,,,,,,
0.80,-4.800,Abfahrt,5,5,,,,,,
0.74,0.600,Flat,5,5,,,,,,
0.37,4.000,Flat,5,5,,,,,,
0.27,13.000,Hill,5,5,,,,,,
0.51,-0.400,Flat,5,5,,,,,,
0.23,-10.200,Abfahrt,5,5,,,,,,
0.29,11.400,Hill,5,5,,,,,,
0.56,-3.700,Abfahrt,5,5,,,,,,
0.92,-8.000,Abfahrt,5,5,,,,,,
12.35,0.400,Flat,5,5,,,,,,
0.44,7.800,Hill,5,5,,,,,,
0.75,2.300,Flat,5,5,,,,,,
0.70,7.700,Hill,5,5,,,,,,
0.24,-11.200,Abfahrt,5,5,,,,,,
0.50,-4.500,Abfahrt,5,5,,,,,,
4.04,2.400,Flat,5,5,,,,,,
0.42,8.900,Hill,5,5,,,,,,
0.32,-6.500,Abfahrt,5,5,,,,,,
0.35,1.800,Flat,5,5,,,,,,
0.52,-11.200,Abfahrt,5,5,,,,,,
0.67,-3.100,Abfahrt,5,5,,,,,,
0.53,-0.400,Flat,5,5,,,,,,
0.25,-6.900,Abfahrt,5,5,,,,,,
0.83,-2.000,Flat,5,5,,,,,,
0.51,2.700,Flat,5,5,,,,,,
0.30,-11.400,Abfahrt,5,5,,,,,,
7.08,-1.100,Flat,5,5,,,,,,
0.28,-4.000,Abfahrt,5,5,,,,,,
0.37,2.600,Flat,5,5,,,,,,
0.85,-1.900,Flat,5,5,,,,sprint_intermediate,Sprint 1,Sprint
0.77,3.000,Hill,5,5,,,,,,
0.74,-5.500,Abfahrt,5,5,,,,,,
0.70,-1.100,Flat,5,5,,,,,,
0.97,2.200,Flat,5,5,,,,,,
3.06,-1.500,Flat,5,5,,,,,,
0.61,3.200,Hill,5,5,,,,,,
1.21,-0.600,Flat,5,5,,,,,,
2.98,2.400,Flat,5,5,,,,,,
0.30,6.800,Hill,5,5,,,,,,
1.22,1.000,Flat,5,5,,,,,,
1.17,8.500,Hill,5,5,,,,,,
0.31,-13.800,Abfahrt,5,5,,,,,,
0.33,-6.600,Abfahrt,5,5,,,,,,
0.53,-2.400,Abfahrt,5,5,,,,,,
0.27,7.900,Hill,5,5,,,,,,
0.28,15.900,Hill,5,5,,,,,,
0.36,-12.400,Abfahrt,5,5,,,,,,
0.86,-2.900,Abfahrt,5,5,,,,,,
0.37,-8.400,Abfahrt,5,5,,,,,,
10.29,0.400,Flat,5,5,,,,,,
0.46,-4.300,Abfahrt,5,5,,,,,,
8.28,0.900,Flat,5,5,,,,,,
0.24,8.900,Hill,5,5,,,,,,
0.38,0.500,Flat,5,5,,,,,,
0.39,6.600,Hill,5,5,,,,,,
1.41,-3.600,Abfahrt,5,5,,,,,,
0.60,3.100,Hill,5,5,,,,,,
0.46,-9.600,Abfahrt,5,5,,,,,,
0.28,3.500,Flat,5,5,,,,,,
3.30,-2.500,Abfahrt,5,5,,,,,,
0.66,1.700,Flat,5,5,,,,,,
0.45,-8.900,Abfahrt,5,5,,,,,,
0.76,-1.500,Flat,5,5,,,,,,
